Size,formula,normalized,normalizedSize
14,(!((!((t && Diamond(x))) || (Box(⊥) || Box(p)))) <-> r),(((((((((t --> ((Box((x --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ((Box(⊥) --> ⊥) --> Box(p))) --> ⊥) --> r) --> ((r --> ((((((t --> ((Box((x --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ((Box(⊥) --> ⊥) --> Box(p))) --> ⊥)) --> ⊥)) --> ⊥),61
14,!((Diamond(t) <-> Box((r --> Diamond(Box(!((Box(t) || s)))))))),(((((Box((t --> ⊥)) --> ⊥) --> Box((r --> (Box((Box((((Box(t) --> ⊥) --> s) --> ⊥)) --> ⊥)) --> ⊥)))) --> ((Box((r --> (Box((Box((((Box(t) --> ⊥) --> s) --> ⊥)) --> ⊥)) --> ⊥))) --> (Box((t --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥),55
14,(((Diamond(s) --> u) <-> (Box(p) && Box(x))) && Diamond(!(t))),(((((((Box((s --> ⊥)) --> ⊥) --> u) --> ((Box(p) --> (Box(x) --> ⊥)) --> ⊥)) --> ((((Box(p) --> (Box(x) --> ⊥)) --> ⊥) --> ((Box((s --> ⊥)) --> ⊥) --> u)) --> ⊥)) --> ⊥) --> ((Box(((t --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),54
14,(((Diamond(y) --> Box(x)) || Diamond(((v <-> x) && p))) || v),((((((Box((y --> ⊥)) --> ⊥) --> Box(x)) --> ⊥) --> (Box(((((((v --> x) --> ((x --> v) --> ⊥)) --> ⊥) --> (p --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> v),38
14,(Diamond(r) && (!(Box(Box(⊥))) --> (Diamond(Diamond(Box(v))) || ⊥))),(((Box((r --> ⊥)) --> ⊥) --> (((Box(Box(⊥)) --> ⊥) --> (((Box(((Box((Box(v) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),33
14,(((w <-> Diamond(Diamond(Box(w)))) && t) && !((t || Diamond(⊥)))),(((((((w --> (Box(((Box((Box(w) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((Box((Box(w) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥) --> (t --> ⊥)) --> ⊥) --> ((((t --> ⊥) --> (Box((⊥ --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),56
14,((Box(Box(⊥)) || (s || u)) <-> (!(p) --> (p && x))),(((((Box(Box(⊥)) --> ⊥) --> ((s --> ⊥) --> u)) --> ((p --> ⊥) --> ((p --> (x --> ⊥)) --> ⊥))) --> ((((p --> ⊥) --> ((p --> (x --> ⊥)) --> ⊥)) --> ((Box(Box(⊥)) --> ⊥) --> ((s --> ⊥) --> u))) --> ⊥)) --> ⊥),51
14,((p || q) <-> ((w && z) || (Box(!(!(⊥))) --> v))),(((((p --> ⊥) --> q) --> ((((w --> (z --> ⊥)) --> ⊥) --> ⊥) --> (Box(((⊥ --> ⊥) --> ⊥)) --> v))) --> ((((((w --> (z --> ⊥)) --> ⊥) --> ⊥) --> (Box(((⊥ --> ⊥) --> ⊥)) --> v)) --> ((p --> ⊥) --> q)) --> ⊥)) --> ⊥),53
14,((Box((v || !((!(⊥) || !(u))))) <-> Diamond(⊥)) || s),(((((Box(((v --> ⊥) --> ((((⊥ --> ⊥) --> ⊥) --> (u --> ⊥)) --> ⊥))) --> (Box((⊥ --> ⊥)) --> ⊥)) --> (((Box((⊥ --> ⊥)) --> ⊥) --> Box(((v --> ⊥) --> ((((⊥ --> ⊥) --> ⊥) --> (u --> ⊥)) --> ⊥)))) --> ⊥)) --> ⊥) --> ⊥) --> s),55
14,((Diamond(⊥) --> !((Diamond(((⊥ --> ⊥) --> r)) --> q))) <-> x),(((((Box((⊥ --> ⊥)) --> ⊥) --> (((Box((((⊥ --> ⊥) --> r) --> ⊥)) --> ⊥) --> q) --> ⊥)) --> x) --> ((x --> ((Box((⊥ --> ⊥)) --> ⊥) --> (((Box((((⊥ --> ⊥) --> r) --> ⊥)) --> ⊥) --> q) --> ⊥))) --> ⊥)) --> ⊥),51
14,Box(((!(p) && Box((y --> s))) && (!(t) && !(t)))),Box((((((p --> ⊥) --> (Box((y --> s)) --> ⊥)) --> ⊥) --> ((((t --> ⊥) --> ((t --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),29
14,(x || (Box((!(u) --> !((!(q) || u)))) <-> Diamond(r))),((x --> ⊥) --> (((Box(((u --> ⊥) --> ((((q --> ⊥) --> ⊥) --> u) --> ⊥))) --> (Box((r --> ⊥)) --> ⊥)) --> (((Box((r --> ⊥)) --> ⊥) --> Box(((u --> ⊥) --> ((((q --> ⊥) --> ⊥) --> u) --> ⊥)))) --> ⊥)) --> ⊥)),51
14,(Diamond(r) --> (q && ((q || (q || ⊥)) || Diamond(Box(⊥))))),((Box((r --> ⊥)) --> ⊥) --> ((q --> (((((q --> ⊥) --> ((q --> ⊥) --> ⊥)) --> ⊥) --> (Box((Box(⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),32
14,(⊥ || (Diamond((⊥ --> s)) <-> Box(Diamond(Box(Box((w <-> x))))))),((⊥ --> ⊥) --> ((((Box(((⊥ --> s) --> ⊥)) --> ⊥) --> Box((Box((Box(Box((((w --> x) --> ((x --> w) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥))) --> ((Box((Box((Box(Box((((w --> x) --> ((x --> w) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)) --> (Box(((⊥ --> s) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),65
14,(Diamond(!((!(Box(Box(Diamond(Box(p))))) && ⊥))) --> (y <-> u)),((Box((((((Box(Box((Box((Box(p) --> ⊥)) --> ⊥))) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> (((y --> u) --> ((u --> y) --> ⊥)) --> ⊥)),36
14,(((q --> Box(z)) <-> Box(⊥)) && ((x && Diamond(s)) --> ⊥)),((((((q --> Box(z)) --> Box(⊥)) --> ((Box(⊥) --> (q --> Box(z))) --> ⊥)) --> ⊥) --> ((((x --> ((Box((s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥),38
14,((Box((⊥ && t)) && (u <-> z)) --> (v || (⊥ || ⊥))),(((Box(((⊥ --> (t --> ⊥)) --> ⊥)) --> ((((u --> z) --> ((z --> u) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((v --> ⊥) --> ((⊥ --> ⊥) --> ⊥))),34
14,((Diamond(Diamond((Box(v) <-> t))) && Box((r || s))) || Box(s)),(((((Box(((Box(((((Box(v) --> t) --> ((t --> Box(v)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box(((r --> ⊥) --> s)) --> ⊥)) --> ⊥) --> ⊥) --> Box(s)),39
14,((Box(q) --> (((w && w) || ⊥) && ⊥)) || (s || z)),(((Box(q) --> ((((((w --> (w --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> (⊥ --> ⊥)) --> ⊥)) --> ⊥) --> ((s --> ⊥) --> z)),28
14,(y || (Diamond(v) || (Diamond((z || u)) --> (p --> !(s))))),((y --> ⊥) --> (((Box((v --> ⊥)) --> ⊥) --> ⊥) --> ((Box((((z --> ⊥) --> u) --> ⊥)) --> ⊥) --> (p --> (s --> ⊥))))),29
14,((Diamond(q) <-> ⊥) --> (q || Diamond((Diamond(x) || (⊥ || ⊥))))),(((((Box((q --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> (Box((q --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ((q --> ⊥) --> (Box(((((Box((x --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥)) --> ⊥))),45
14,((q || q) --> (Diamond(Diamond((u && Diamond(Diamond(u))))) || Box(s))),(((q --> ⊥) --> q) --> (((Box(((Box((((u --> ((Box(((Box((u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> Box(s))),38
14,(Diamond(Diamond(y)) || (Box((!(q) --> r)) --> (Box(⊥) || q))),(((Box(((Box((y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box(((q --> ⊥) --> r)) --> ((Box(⊥) --> ⊥) --> q))),27
14,((p || r) && (Box(Diamond(Box(Diamond(p)))) || Box((r || r)))),((((p --> ⊥) --> r) --> (((Box((Box((Box((Box((p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> Box(((r --> ⊥) --> r))) --> ⊥)) --> ⊥),32
14,(!((!(Diamond(u)) && !(Box(q)))) && (p --> (w && ⊥))),(((((((Box((u --> ⊥)) --> ⊥) --> ⊥) --> ((Box(q) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((p --> ((w --> (⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),33
14,(((x <-> ⊥) --> !(r)) && (Box(v) --> Diamond((x && r)))),((((((x --> ⊥) --> ((⊥ --> x) --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ((Box(v) --> (Box((((x --> (r --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),35
14,((v <-> w) && (!((⊥ --> Diamond((Diamond(p) && ⊥)))) --> x)),(((((v --> w) --> ((w --> v) --> ⊥)) --> ⊥) --> ((((⊥ --> (Box(((((Box((p --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥),39
14,((p || Diamond(x)) || ((t || !(Box((s && w)))) && y)),((((p --> ⊥) --> (Box((x --> ⊥)) --> ⊥)) --> ⊥) --> ((((t --> ⊥) --> (Box(((s --> (w --> ⊥)) --> ⊥)) --> ⊥)) --> (y --> ⊥)) --> ⊥)),33
14,((s && t) && (!(Box(Box((!(Box(t)) <-> x)))) && z)),((((s --> (t --> ⊥)) --> ⊥) --> ((((Box(Box(((((Box(t) --> ⊥) --> x) --> ((x --> (Box(t) --> ⊥)) --> ⊥)) --> ⊥))) --> ⊥) --> (z --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),39
14,(!(v) && (q || !((Box(Box(x)) --> (r || !(⊥)))))),(((v --> ⊥) --> (((q --> ⊥) --> ((Box(Box(x)) --> ((r --> ⊥) --> (⊥ --> ⊥))) --> ⊥)) --> ⊥)) --> ⊥),25
14,!(((Box(t) --> v) || (u --> Diamond((Diamond(Box(y)) <-> y))))),((((Box(t) --> v) --> ⊥) --> (u --> (Box((((((Box((Box(y) --> ⊥)) --> ⊥) --> y) --> ((y --> (Box((Box(y) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥),39
14,((Box(!((⊥ && ⊥))) || (⊥ || !(x))) --> (v <-> ⊥)),(((Box((((⊥ --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> (x --> ⊥))) --> (((v --> ⊥) --> ((⊥ --> v) --> ⊥)) --> ⊥)),32
14,((v && Diamond(((!(t) --> (p && q)) <-> !(⊥)))) && p),((((v --> ((Box(((((((t --> ⊥) --> ((p --> (q --> ⊥)) --> ⊥)) --> (⊥ --> ⊥)) --> (((⊥ --> ⊥) --> ((t --> ⊥) --> ((p --> (q --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (p --> ⊥)) --> ⊥),52
14,((Box(z) --> !(q)) --> (s --> ((q --> u) && Box(x)))),((Box(z) --> (q --> ⊥)) --> (s --> (((q --> u) --> (Box(x) --> ⊥)) --> ⊥))),19
14,!(Diamond((u && Box(!((!((⊥ && !(u))) --> Box(p))))))),((Box((((u --> (Box((((((⊥ --> ((u --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> Box(p)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥),30
14,(Diamond(Box((Diamond(q) --> (v || !(⊥))))) --> (q && !(r))),((Box((Box(((Box((q --> ⊥)) --> ⊥) --> ((v --> ⊥) --> (⊥ --> ⊥)))) --> ⊥)) --> ⊥) --> ((q --> ((r --> ⊥) --> ⊥)) --> ⊥)),30
14,Box(Box((y --> (q && (Box(((z --> r) && r)) --> s))))),Box(Box((y --> ((q --> ((Box((((z --> r) --> (r --> ⊥)) --> ⊥)) --> s) --> ⊥)) --> ⊥)))),22
14,((u --> (x || Diamond((!(r) --> Diamond(s))))) --> (z --> q)),((u --> ((x --> ⊥) --> (Box((((r --> ⊥) --> (Box((s --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥))) --> (z --> q)),25
14,(Diamond(((!(⊥) <-> Diamond(t)) <-> !((v && u)))) && Box(⊥)),(((Box(((((((((⊥ --> ⊥) --> (Box((t --> ⊥)) --> ⊥)) --> (((Box((t --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥)) --> ⊥) --> (((v --> (u --> ⊥)) --> ⊥) --> ⊥)) --> (((((v --> (u --> ⊥)) --> ⊥) --> ⊥) --> ((((⊥ --> ⊥) --> (Box((t --> ⊥)) --> ⊥)) --> (((Box((t --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥)) --> ⊥),87
14,Box((Diamond((⊥ --> (p && Diamond(p)))) && Diamond((⊥ && Diamond(v))))),Box((((Box(((⊥ --> ((p --> ((Box((p --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ((Box((((⊥ --> ((Box((v --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),42
14,Box(!((Box(((Diamond(⊥) --> u) <-> (Diamond(q) || x))) || u))),Box((((Box((((((Box((⊥ --> ⊥)) --> ⊥) --> u) --> (((Box((q --> ⊥)) --> ⊥) --> ⊥) --> x)) --> (((((Box((q --> ⊥)) --> ⊥) --> ⊥) --> x) --> ((Box((⊥ --> ⊥)) --> ⊥) --> u)) --> ⊥)) --> ⊥)) --> ⊥) --> u) --> ⊥)),51
14,Box((Diamond((Box((z <-> t)) || Box((u --> Box(u))))) || ⊥)),Box((((Box((((Box((((z --> t) --> ((t --> z) --> ⊥)) --> ⊥)) --> ⊥) --> Box((u --> Box(u)))) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)),30
14,!((Box((z --> (u || v))) --> (p || (Diamond(y) --> y)))),((Box((z --> ((u --> ⊥) --> v))) --> ((p --> ⊥) --> ((Box((y --> ⊥)) --> ⊥) --> y))) --> ⊥),23
14,Box(Diamond(!(((⊥ --> s) --> ((y --> w) <-> (r && w)))))),Box((Box(((((⊥ --> s) --> ((((y --> w) --> ((r --> (w --> ⊥)) --> ⊥)) --> ((((r --> (w --> ⊥)) --> ⊥) --> (y --> w)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),39
14,Box(Diamond(!(Diamond(((y <-> ⊥) || Box(!(Diamond((⊥ && u))))))))),Box((Box((((Box(((((((y --> ⊥) --> ((⊥ --> y) --> ⊥)) --> ⊥) --> ⊥) --> Box(((Box((((⊥ --> (u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)),42
14,Diamond((Box(u) <-> ((Box(Box(u)) <-> ⊥) <-> Diamond((r <-> w))))),(Box(((((Box(u) --> ((((((Box(Box(u)) --> ⊥) --> ((⊥ --> Box(Box(u))) --> ⊥)) --> ⊥) --> (Box(((((r --> w) --> ((w --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((((r --> w) --> ((w --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (((Box(Box(u)) --> ⊥) --> ((⊥ --> Box(Box(u))) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ((((((((Box(Box(u)) --> ⊥) --> ((⊥ --> Box(Box(u))) --> ⊥)) --> ⊥) --> (Box(((((r --> w) --> ((w --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((((r --> w) --> ((w --> r) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (((Box(Box(u)) --> ⊥) --> ((⊥ --> Box(Box(u))) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> Box(u)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),154
14,Box(Diamond((Diamond((!(x) <-> ⊥)) || ((s || z) && !(y))))),Box((Box(((((Box((((((x --> ⊥) --> ⊥) --> ((⊥ --> (x --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ((((s --> ⊥) --> z) --> ((y --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),42
14,Diamond((Box((q || (p || w))) || ((r <-> Box(s)) && r))),(Box((((Box(((q --> ⊥) --> ((p --> ⊥) --> w))) --> ⊥) --> (((((r --> Box(s)) --> ((Box(s) --> r) --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),37
14,Diamond((Diamond(!(q)) && Box((!(!(z)) <-> (r && Diamond(y)))))),(Box(((((Box(((q --> ⊥) --> ⊥)) --> ⊥) --> (Box((((((z --> ⊥) --> ⊥) --> ((r --> ((Box((y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ((((r --> ((Box((y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((z --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),60
14,Diamond(Box(((Diamond(y) && Diamond(⊥)) <-> Box(Diamond((Box(⊥) && y)))))),(Box((Box(((((((Box((y --> ⊥)) --> ⊥) --> ((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> Box((Box((((Box(⊥) --> (y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ((Box((Box((((Box(⊥) --> (y --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box((y --> ⊥)) --> ⊥) --> ((Box((⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),75
14,Diamond(!(((((⊥ && x) && !((r && ⊥))) || t) <-> p))),(Box((((((((((((⊥ --> (x --> ⊥)) --> ⊥) --> ((((r --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> t) --> p) --> ((p --> ((((((⊥ --> (x --> ⊥)) --> ⊥) --> ((((r --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> t)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥),66
14,Diamond(((⊥ || y) <-> Diamond((w && (v --> (⊥ || Box(u))))))),(Box(((((((⊥ --> ⊥) --> y) --> (Box((((w --> ((v --> ((⊥ --> ⊥) --> Box(u))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> (((Box((((w --> ((v --> ((⊥ --> ⊥) --> Box(u))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> y)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),60
14,Diamond(((Box((q <-> ⊥)) || Diamond(!((q --> x)))) && Diamond(t))),(Box((((((Box((((q --> ⊥) --> ((⊥ --> q) --> ⊥)) --> ⊥)) --> ⊥) --> (Box((((q --> x) --> ⊥) --> ⊥)) --> ⊥)) --> ((Box((t --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),41
14,Diamond((Box(⊥) && (Diamond(Box(s)) --> Box(Box((Diamond(⊥) --> s)))))),(Box((((Box(⊥) --> (((Box((Box(s) --> ⊥)) --> ⊥) --> Box(Box(((Box((⊥ --> ⊥)) --> ⊥) --> s)))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),30
14,Diamond((((x --> Diamond(⊥)) || (Diamond(!(p)) --> w)) && !(x))),(Box(((((((x --> (Box((⊥ --> ⊥)) --> ⊥)) --> ⊥) --> ((Box(((p --> ⊥) --> ⊥)) --> ⊥) --> w)) --> ((x --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),34
14,Diamond((!((t || r)) && Box((⊥ <-> (!(u) && !(⊥)))))),(Box(((((((t --> ⊥) --> r) --> ⊥) --> (Box((((⊥ --> (((u --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥)) --> (((((u --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),49
14,Diamond(Diamond(Diamond((Diamond(⊥) || ((x || Box(⊥)) <-> (v && s)))))),(Box(((Box(((Box(((((Box((⊥ --> ⊥)) --> ⊥) --> ⊥) --> (((((x --> ⊥) --> Box(⊥)) --> ((v --> (s --> ⊥)) --> ⊥)) --> ((((v --> (s --> ⊥)) --> ⊥) --> ((x --> ⊥) --> Box(⊥))) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),57
14,Diamond(((z --> v) || (!(Box((Diamond(Box(q)) && s))) --> z))),(Box(((((z --> v) --> ⊥) --> ((Box((((Box((Box(q) --> ⊥)) --> ⊥) --> (s --> ⊥)) --> ⊥)) --> ⊥) --> z)) --> ⊥)) --> ⊥),29
14,Diamond((Box(q) --> Box(((!(Box(!(Box(p)))) <-> s) --> q)))),(Box(((Box(q) --> Box((((((Box((Box(p) --> ⊥)) --> ⊥) --> s) --> ((s --> (Box((Box(p) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> q))) --> ⊥)) --> ⊥),34
14,Diamond(((((Diamond(y) --> (q || q)) --> x) || u) --> Box(s))),(Box((((((((Box((y --> ⊥)) --> ⊥) --> ((q --> ⊥) --> q)) --> x) --> ⊥) --> u) --> Box(s)) --> ⊥)) --> ⊥),26
14,,,-1
14,,,-1
14,,,-1
14,,,-1
14,,,-1
15,(Diamond(Diamond((Box(Box(⊥)) <-> Diamond(z)))) <-> Box(Box((q <-> Diamond(v))))),((((Box(((Box(((((Box(Box(⊥)) --> (Box((z --> ⊥)) --> ⊥)) --> (((Box((z --> ⊥)) --> ⊥) --> Box(Box(⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> Box(Box((((q --> (Box((v --> ⊥)) --> ⊥)) --> (((Box((v --> ⊥)) --> ⊥) --> q) --> ⊥)) --> ⊥)))) --> ((Box(Box((((q --> (Box((v --> ⊥)) --> ⊥)) --> (((Box((v --> ⊥)) --> ⊥) --> q) --> ⊥)) --> ⊥))) --> (Box(((Box(((((Box(Box(⊥)) --> (Box((z --> ⊥)) --> ⊥)) --> (((Box((z --> ⊥)) --> ⊥) --> Box(Box(⊥))) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),123
15,(Box((t && (Diamond(t) <-> (!(q) --> u)))) <-> (Box(w) || r)),(((Box(((t --> (((((Box((t --> ⊥)) --> ⊥) --> ((q --> ⊥) --> u)) --> ((((q --> ⊥) --> u) --> (Box((t --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ((Box(w) --> ⊥) --> r)) --> ((((Box(w) --> ⊥) --> r) --> Box(((t --> (((((Box((t --> ⊥)) --> ⊥) --> ((q --> ⊥) --> u)) --> ((((q --> ⊥) --> u) --> (Box((t --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥),91
15,(Box(v) || (Diamond(p) <-> ((Diamond(v) <-> (Box(t) && q)) --> y))),((Box(v) --> ⊥) --> ((((Box((p --> ⊥)) --> ⊥) --> (((((Box((v --> ⊥)) --> ⊥) --> ((Box(t) --> (q --> ⊥)) --> ⊥)) --> ((((Box(t) --> (q --> ⊥)) --> ⊥) --> (Box((v --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> y)) --> (((((((Box((v --> ⊥)) --> ⊥) --> ((Box(t) --> (q --> ⊥)) --> ⊥)) --> ((((Box(t) --> (q --> ⊥)) --> ⊥) --> (Box((v --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> y) --> (Box((p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)),98
15,(Diamond((v || ((q && ⊥) <-> Box((!(v) && p))))) <-> Diamond(u)),((((Box((((v --> ⊥) --> (((((q --> (⊥ --> ⊥)) --> ⊥) --> Box((((v --> ⊥) --> (p --> ⊥)) --> ⊥))) --> ((Box((((v --> ⊥) --> (p --> ⊥)) --> ⊥)) --> ((q --> (⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> (Box((u --> ⊥)) --> ⊥)) --> (((Box((u --> ⊥)) --> ⊥) --> (Box((((v --> ⊥) --> (((((q --> (⊥ --> ⊥)) --> ⊥) --> Box((((v --> ⊥) --> (p --> ⊥)) --> ⊥))) --> ((Box((((v --> ⊥) --> (p --> ⊥)) --> ⊥)) --> ((q --> (⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),119
15,((u <-> ((u || !((v || w))) || !(Box(⊥)))) <-> Diamond(p)),((((((u --> ((((u --> ⊥) --> (((v --> ⊥) --> w) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥))) --> ((((((u --> ⊥) --> (((v --> ⊥) --> w) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥)) --> u) --> ⊥)) --> ⊥) --> (Box((p --> ⊥)) --> ⊥)) --> (((Box((p --> ⊥)) --> ⊥) --> (((u --> ((((u --> ⊥) --> (((v --> ⊥) --> w) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥))) --> ((((((u --> ⊥) --> (((v --> ⊥) --> w) --> ⊥)) --> ⊥) --> (Box(⊥) --> ⊥)) --> u) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),109
15,(!(!((Box(q) <-> (Box((s <-> w)) && z)))) <-> (s || v)),((((((((Box(q) --> ((Box((((s --> w) --> ((w --> s) --> ⊥)) --> ⊥)) --> (z --> ⊥)) --> ⊥)) --> ((((Box((((s --> w) --> ((w --> s) --> ⊥)) --> ⊥)) --> (z --> ⊥)) --> ⊥) --> Box(q)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> ((s --> ⊥) --> v)) --> ((((s --> ⊥) --> v) --> (((((Box(q) --> ((Box((((s --> w) --> ((w --> s) --> ⊥)) --> ⊥)) --> (z --> ⊥)) --> ⊥)) --> ((((Box((((s --> w) --> ((w --> s) --> ⊥)) --> ⊥)) --> (z --> ⊥)) --> ⊥) --> Box(q)) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),119
